residual_scale,episodes,robust_mean_hits,robust_std_hits,robust_mean_reward,robust_std_reward,robust_mean_sim_time,robust_survival_rate,nominal_mean_hits,nominal_std_hits,nominal_mean_reward,nominal_std_reward,nominal_mean_sim_time,nominal_survival_rate,fsm_mean_hits,fsm_std_hits,fsm_mean_reward,fsm_std_reward,fsm_mean_sim_time,fsm_survival_rate,margin_vs_fsm,margin_vs_nominal,margin_vs_best_baseline
0.008,120,25.433333333333334,12.622554768702289,140.15043207712344,70.11181962512377,12.485916666666734,0.3,19.983333333333334,14.708264872361918,112.97740527608697,86.057065852965,9.039800000000154,0.175,23.425,15.305044103170692,131.2096913586734,87.40113371819818,11.025700000000306,0.2833333333333333,2.008333333333333,5.449999999999999,2.008333333333333
0.009,120,24.875,13.146965746259983,138.32175593163888,73.42537253373504,12.16794166666671,0.2916666666666667,19.616666666666667,13.978068138655246,109.44748047941911,80.80267434443125,8.606366666666505,0.1,23.425,15.305044103170692,131.2096913586734,87.40113371819818,11.025700000000306,0.2833333333333333,1.4499999999999993,5.258333333333333,1.4499999999999993
0.01,120,22.241666666666667,12.585041274818645,124.09150544546101,71.11870258657116,11.138541666666693,0.225,16.441666666666666,13.942020318288005,91.79843986137776,82.07299235591739,7.143566666666766,0.1,23.425,15.305044103170692,131.2096913586734,87.40113371819818,11.025700000000306,0.2833333333333333,-1.1833333333333336,5.800000000000001,-1.1833333333333336
0.011,120,22.308333333333334,12.95427589210948,123.22978890626811,72.55907859188841,11.205458333333253,0.25,17.416666666666668,14.333866269162073,96.77962347804532,82.65036293745761,7.412883333333292,0.075,23.425,15.305044103170692,131.2096913586734,87.40113371819818,11.025700000000306,0.2833333333333333,-1.1166666666666671,4.891666666666666,-1.1166666666666671
0.012,120,23.158333333333335,12.643177233415482,127.91027402617699,70.07450406479896,11.420441666666655,0.25,15.808333333333334,14.055423528145836,88.40960169439407,81.46142467232286,6.639100000000132,0.08333333333333333,23.425,15.305044103170692,131.2096913586734,87.40113371819818,11.025700000000306,0.2833333333333333,-0.2666666666666657,7.350000000000001,-0.2666666666666657
0.015,120,21.1,11.548015702564085,115.62122693132285,64.50917786719248,10.547441666666673,0.175,15.041666666666666,12.339230009292406,82.81537857933296,71.77461852611582,6.179416666666587,0.025,23.425,15.305044103170692,131.2096913586734,87.40113371819818,11.025700000000306,0.2833333333333333,-2.3249999999999993,6.058333333333335,-2.3249999999999993
0.02,120,16.283333333333335,10.225933806857064,88.94355442935783,56.30639202622425,8.08617499999959,0.058333333333333334,13.608333333333333,11.41000718180707,75.31862057695429,66.93128700508673,5.499524999999882,0.016666666666666666,23.425,15.305044103170692,131.2096913586734,87.40113371819818,11.025700000000306,0.2833333333333333,-7.141666666666666,2.6750000000000025,-7.141666666666666
